sequence_id,regime_name,best_bid,best_ask,mid_price,spread,bid_levels,ask_levels
274,stable_liquid,99.93,99.94,99.935,0.009999999999990905,5,10
279,stable_liquid,99.93,99.94,99.935,0.009999999999990905,5,10
284,stable_liquid,99.93,99.94,99.935,0.009999999999990905,5,10
289,stable_liquid,99.93,99.94,99.935,0.009999999999990905,5,10
294,stable_liquid,99.93,99.94,99.935,0.009999999999990905,5,10
299,stable_liquid,99.93,99.94,99.935,0.009999999999990905,5,10
304,stable_liquid,99.93,99.94,99.935,0.009999999999990905,6,10
309,stable_liquid,99.93,99.95,99.94,0.01999999999999602,6,10
314,stable_liquid,99.94,99.95,99.945,0.010000000000005116,7,10
319,stable_liquid,99.94,99.95,99.945,0.010000000000005116,7,10
324,stable_liquid,99.94,99.95,99.945,0.010000000000005116,7,10
329,stable_liquid,99.94,99.95,99.945,0.010000000000005116,7,10
334,stable_liquid,99.94,99.95,99.945,0.010000000000005116,7,10
339,stable_liquid,99.94,99.95,99.945,0.010000000000005116,7,10
344,stable_liquid,99.94,99.95,99.945,0.010000000000005116,7,10
349,stable_liquid,99.94,99.95,99.945,0.010000000000005116,7,10
354,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,7,10
359,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,7,10
364,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,7,10
369,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,7,10
374,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
379,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
384,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
389,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
394,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
399,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
404,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
409,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
414,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
419,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
424,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
429,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
434,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
439,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
444,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
449,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
454,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
459,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
464,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
469,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
474,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
479,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
484,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
489,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
494,stable_liquid,99.95,99.97,99.96000000000001,0.01999999999999602,8,10
499,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
504,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
509,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
514,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
519,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
524,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
529,stable_liquid,99.95,99.96,99.955,0.009999999999990905,9,10
534,stable_liquid,99.95,99.96,99.955,0.009999999999990905,9,10
539,stable_liquid,99.95,99.96,99.955,0.009999999999990905,9,10
544,stable_liquid,99.95,99.96,99.955,0.009999999999990905,9,10
549,stable_liquid,99.95,99.96,99.955,0.009999999999990905,8,10
554,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,7,10
559,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,7,10
564,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,7,10
569,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,7,10
574,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,7,10
579,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,7,10
584,stable_liquid,99.94,99.95,99.945,0.010000000000005116,8,10
589,stable_liquid,99.94,99.95,99.945,0.010000000000005116,8,10
594,stable_liquid,99.94,99.95,99.945,0.010000000000005116,8,10
599,stable_liquid,99.94,99.95,99.945,0.010000000000005116,8,10
604,stable_liquid,99.94,99.95,99.945,0.010000000000005116,8,10
609,stable_liquid,99.94,99.95,99.945,0.010000000000005116,9,10
614,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
619,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
624,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
629,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
634,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
639,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
644,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
649,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
654,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
659,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
664,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
669,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
674,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
679,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
684,stable_liquid,99.93,99.95,99.94,0.01999999999999602,10,10
689,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
694,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
699,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
704,stable_liquid,99.92,99.94,99.93,0.01999999999999602,9,10
709,stable_liquid,99.92,99.94,99.93,0.01999999999999602,9,10
714,stable_liquid,99.92,99.94,99.93,0.01999999999999602,9,10
719,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
724,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
729,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
734,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
739,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
744,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
749,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
754,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
759,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
764,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
769,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
774,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
779,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
784,stable_liquid,99.93,99.94,99.935,0.009999999999990905,10,10
789,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
794,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
799,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
804,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
809,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
814,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
819,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
824,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
829,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
834,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
839,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
844,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
849,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
854,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
859,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
864,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
869,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
874,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
879,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
884,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
889,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
894,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
899,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
904,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
909,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
914,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
919,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
924,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
929,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
934,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
939,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
944,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
949,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
954,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
959,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
964,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
969,stable_liquid,99.94,99.95,99.945,0.010000000000005116,10,10
974,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,10,10
979,stable_liquid,99.94,99.96,99.94999999999999,0.01999999999999602,10,10
984,stable_liquid,99.95,99.96,99.955,0.009999999999990905,10,10
989,stable_liquid,99.95,99.96,99.955,0.009999999999990905,10,10
994,stable_liquid,99.96,99.97,99.965,0.010000000000005116,10,10
999,stable_liquid,99.96,99.97,99.965,0.010000000000005116,10,10
1004,stable_liquid,99.96,99.97,99.965,0.010000000000005116,10,10
1009,stable_liquid,99.96,99.97,99.965,0.010000000000005116,10,10
1014,stable_liquid,99.96,99.97,99.965,0.010000000000005116,10,10
1019,stable_liquid,99.96,99.97,99.965,0.010000000000005116,10,10
1024,stable_liquid,99.96,99.98,99.97,0.020000000000010232,10,10
1029,stable_liquid,99.97,99.98,99.975,0.010000000000005116,10,10
1034,stable_liquid,99.97,99.98,99.975,0.010000000000005116,10,10
1039,stable_liquid,99.97,99.99,99.97999999999999,0.01999999999999602,10,10
1044,stable_liquid,99.97,99.99,99.97999999999999,0.01999999999999602,10,10
1049,stable_liquid,99.98,99.99,99.985,0.009999999999990905,10,10
1054,stable_liquid,99.98,99.99,99.985,0.009999999999990905,10,10
1059,stable_liquid,99.98,99.99,99.985,0.009999999999990905,10,10
1064,stable_liquid,99.98,99.99,99.985,0.009999999999990905,10,10
1069,stable_liquid,99.98,99.99,99.985,0.009999999999990905,10,10
1074,stable_liquid,99.98,99.99,99.985,0.009999999999990905,10,10
1079,stable_liquid,99.98,99.99,99.985,0.009999999999990905,10,10
1084,stable_liquid,99.98,99.99,99.985,0.009999999999990905,10,10
1089,stable_liquid,99.98,99.99,99.985,0.009999999999990905,10,10
1094,stable_liquid,99.99,100.0,99.995,0.010000000000005116,10,10
1099,stable_liquid,99.99,100.0,99.995,0.010000000000005116,10,10
1104,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1109,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1114,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1119,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1124,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1129,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1134,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1139,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1144,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1149,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1154,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1159,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1164,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1169,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1174,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1179,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1184,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1189,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1194,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1199,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1204,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1209,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1214,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1219,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1224,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1229,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1234,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1239,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1244,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1249,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1254,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1259,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1264,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1269,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1274,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1279,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1284,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1289,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1294,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1299,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1304,stable_liquid,100.0,100.01,100.005,0.010000000000005116,10,10
1309,stable_liquid,100.01,100.02,100.015,0.009999999999990905,10,10
1314,stable_liquid,100.01,100.02,100.015,0.009999999999990905,10,10
1319,stable_liquid,100.01,100.02,100.015,0.009999999999990905,10,10
1324,stable_liquid,100.01,100.02,100.015,0.009999999999990905,10,10
1329,stable_liquid,100.01,100.02,100.015,0.009999999999990905,10,10
1334,stable_liquid,100.01,100.02,100.015,0.009999999999990905,10,10
1339,stable_liquid,100.01,100.02,100.015,0.009999999999990905,10,10
1344,stable_liquid,100.01,100.03,100.02000000000001,0.01999999999999602,10,10
1349,stable_liquid,100.02,100.04,100.03,0.020000000000010232,10,10
1354,stable_liquid,100.02,100.05,100.035,0.030000000000001137,10,10
1359,stable_liquid,100.04,100.06,100.05000000000001,0.01999999999999602,10,10
1364,stable_liquid,100.05,100.06,100.055,0.010000000000005116,10,10
1369,stable_liquid,100.05,100.06,100.055,0.010000000000005116,10,10
1374,stable_liquid,100.05,100.06,100.055,0.010000000000005116,10,10
1379,stable_liquid,100.05,100.06,100.055,0.010000000000005116,10,10
1384,stable_liquid,100.05,100.07,100.06,0.01999999999999602,10,10
1389,stable_liquid,100.05,100.07,100.06,0.01999999999999602,10,10
1394,stable_liquid,100.05,100.07,100.06,0.01999999999999602,10,10
1399,stable_liquid,100.05,100.07,100.06,0.01999999999999602,10,10
1404,stable_liquid,100.05,100.07,100.06,0.01999999999999602,10,10
1409,stable_liquid,100.06,100.07,100.065,0.009999999999990905,10,10
1414,stable_liquid,100.06,100.07,100.065,0.009999999999990905,10,10
1419,stable_liquid,100.06,100.07,100.065,0.009999999999990905,10,10
1424,stable_liquid,100.06,100.07,100.065,0.009999999999990905,10,10
1429,stable_liquid,100.06,100.07,100.065,0.009999999999990905,10,10
1434,stable_liquid,100.06,100.08,100.07,0.01999999999999602,10,10
1439,stable_liquid,100.07,100.08,100.07499999999999,0.010000000000005116,10,10
1444,stable_liquid,100.07,100.08,100.07499999999999,0.010000000000005116,10,10
1449,stable_liquid,100.07,100.08,100.07499999999999,0.010000000000005116,10,10
1454,stable_liquid,100.07,100.08,100.07499999999999,0.010000000000005116,10,10
1459,stable_liquid,100.07,100.08,100.07499999999999,0.010000000000005116,10,10
1464,stable_liquid,100.07,100.08,100.07499999999999,0.010000000000005116,10,10
1469,stable_liquid,100.07,100.08,100.07499999999999,0.010000000000005116,10,10
1474,stable_liquid,100.07,100.08,100.07499999999999,0.010000000000005116,10,10
1479,stable_liquid,100.07,100.08,100.07499999999999,0.010000000000005116,10,10
1484,stable_liquid,100.06,100.09,100.075,0.030000000000001137,10,10
1489,stable_liquid,100.07,100.09,100.08,0.020000000000010232,10,10
1494,stable_liquid,100.07,100.09,100.08,0.020000000000010232,10,10
1499,stable_liquid,100.07,100.1,100.085,0.030000000000001137,10,10
