sequence_id,event_type,side,price,quantity,regime_id,regime_name,latent_mid
203,CANCEL,ASK,100.04,2.2277,0,stable_liquid,99.962076
204,CANCEL,BID,99.97,0.5528,0,stable_liquid,99.96158
205,ADD,ASK,100.01,6.1898,0,stable_liquid,99.960364
206,CANCEL,ASK,100.0,33.1378,0,stable_liquid,99.956995
207,ADD,ASK,99.99,7.1327,0,stable_liquid,99.957364
208,ADD,BID,99.91,8.963,0,stable_liquid,99.955486
209,ADD,ASK,99.98,6.8201,0,stable_liquid,99.953642
210,ADD,ASK,99.99,6.9814,0,stable_liquid,99.95633
211,ADD,BID,99.94,5.6619,0,stable_liquid,99.957195
212,TRADE,ASK,99.97,0.0508,0,stable_liquid,99.95641
213,ADD,ASK,100.0,10.3726,0,stable_liquid,99.955806
214,ADD,BID,99.94,5.0017,0,stable_liquid,99.961149
215,CANCEL,BID,99.94,19.9772,0,stable_liquid,99.958346
216,ADD,ASK,99.97,8.5479,0,stable_liquid,99.954047
217,ADD,BID,99.91,5.0225,0,stable_liquid,99.958523
218,ADD,ASK,100.0,10.743,0,stable_liquid,99.956223
219,CANCEL,BID,99.94,2.4314,0,stable_liquid,99.952541
220,ADD,ASK,99.97,5.3546,0,stable_liquid,99.953688
221,ADD,ASK,99.97,7.1473,0,stable_liquid,99.952953
222,ADD,BID,99.93,11.7719,0,stable_liquid,99.95563
223,CANCEL,ASK,100.06,0.5125,0,stable_liquid,99.954545
224,CANCEL,BID,99.96,6.629,0,stable_liquid,99.950418
225,TRADE,ASK,99.96,0.7844,0,stable_liquid,99.947615
226,CANCEL,ASK,100.05,0.2982,0,stable_liquid,99.945491
227,CANCEL,BID,99.92,17.7589,0,stable_liquid,99.942384
228,CANCEL,BID,99.91,14.9918,0,stable_liquid,99.941452
229,ADD,ASK,99.96,7.3802,0,stable_liquid,99.940006
230,ADD,ASK,99.98,7.553,0,stable_liquid,99.938924
231,ADD,BID,99.92,5.7364,0,stable_liquid,99.931243
232,ADD,ASK,99.97,6.4521,0,stable_liquid,99.930941
233,CANCEL,BID,99.92,3.7785,0,stable_liquid,99.925323
234,ADD,BID,99.9,7.2037,0,stable_liquid,99.920676
235,ADD,ASK,99.95,5.2814,0,stable_liquid,99.922266
236,TRADE,ASK,99.94,0.2311,0,stable_liquid,99.916566
237,ADD,ASK,99.96,6.2821,0,stable_liquid,99.913909
238,ADD,ASK,99.94,9.1473,0,stable_liquid,99.914973
239,CANCEL,ASK,100.0,21.737,0,stable_liquid,99.915762
240,ADD,ASK,99.95,16.7845,0,stable_liquid,99.915623
241,ADD,BID,99.87,5.8209,0,stable_liquid,99.91991
242,ADD,ASK,99.94,7.3296,0,stable_liquid,99.921949
243,ADD,ASK,99.97,6.0799,0,stable_liquid,99.928407
244,ADD,ASK,99.96,5.2171,0,stable_liquid,99.929855
245,ADD,ASK,99.96,8.0253,0,stable_liquid,99.932235
246,ADD,ASK,99.95,7.0437,0,stable_liquid,99.938449
247,ADD,ASK,99.99,5.0719,0,stable_liquid,99.941532
248,CANCEL,BID,99.91,1.9868,0,stable_liquid,99.94916
249,CANCEL,BID,99.91,0.1573,0,stable_liquid,99.948472
250,ADD,BID,99.92,8.6286,0,stable_liquid,99.944839
251,ADD,BID,99.92,8.4954,0,stable_liquid,99.948021
252,ADD,ASK,100.0,5.6187,0,stable_liquid,99.945928
253,ADD,BID,99.9,9.2306,0,stable_liquid,99.945604
254,ADD,BID,99.93,8.5126,0,stable_liquid,99.947368
255,ADD,ASK,99.97,5.321,0,stable_liquid,99.942226
256,ADD,BID,99.92,9.8221,0,stable_liquid,99.938033
257,CANCEL,ASK,100.0,8.3518,0,stable_liquid,99.936688
258,ADD,BID,99.92,10.6304,0,stable_liquid,99.938485
259,ADD,BID,99.93,8.5834,0,stable_liquid,99.942179
260,CANCEL,BID,99.92,19.1122,0,stable_liquid,99.945929
261,ADD,ASK,100.0,9.1642,0,stable_liquid,99.9472
262,ADD,ASK,100.0,5.7851,0,stable_liquid,99.948709
263,TRADE,BID,99.94,5.5859,0,stable_liquid,99.94456
264,CANCEL,ASK,99.94,8.2392,0,stable_liquid,99.946449
265,ADD,ASK,99.99,6.0943,0,stable_liquid,99.949142
266,ADD,BID,99.92,5.2281,0,stable_liquid,99.952455
267,ADD,ASK,100.0,5.1753,0,stable_liquid,99.955716
268,CANCEL,BID,99.92,25.1536,0,stable_liquid,99.956233
269,ADD,ASK,99.98,5.6231,0,stable_liquid,99.94927
270,ADD,ASK,99.97,8.8752,0,stable_liquid,99.943751
271,ADD,ASK,100.0,6.5268,0,stable_liquid,99.947341
272,CANCEL,ASK,99.95,16.3398,0,stable_liquid,99.946957
273,CANCEL,BID,99.87,5.4367,0,stable_liquid,99.939985
274,CANCEL,ASK,100.04,1.3475,0,stable_liquid,99.943766
275,CANCEL,ASK,99.94,1.4525,0,stable_liquid,99.95031
276,ADD,BID,99.91,6.8786,0,stable_liquid,99.945881
277,ADD,ASK,99.96,8.6492,0,stable_liquid,99.951072
278,ADD,BID,99.93,11.2104,0,stable_liquid,99.948659
279,CANCEL,BID,99.91,4.8179,0,stable_liquid,99.949347
280,ADD,ASK,99.96,5.4562,0,stable_liquid,99.943709
281,CANCEL,BID,99.87,0.3164,0,stable_liquid,99.94666
282,ADD,ASK,99.96,11.8225,0,stable_liquid,99.941353
283,ADD,BID,99.92,7.4175,0,stable_liquid,99.939144
284,CANCEL,BID,99.9,9.2357,0,stable_liquid,99.945462
285,ADD,BID,99.93,6.2228,0,stable_liquid,99.946525
286,ADD,BID,99.93,7.5163,0,stable_liquid,99.9484
287,ADD,BID,99.93,5.2334,0,stable_liquid,99.945206
288,ADD,BID,99.93,14.9738,0,stable_liquid,99.942846
289,CANCEL,ASK,99.94,1.0032,0,stable_liquid,99.939089
290,ADD,ASK,99.95,13.9587,0,stable_liquid,99.938736
291,CANCEL,BID,99.92,4.5918,0,stable_liquid,99.933523
292,ADD,ASK,99.95,8.8512,0,stable_liquid,99.938
293,ADD,ASK,99.95,10.283,0,stable_liquid,99.942141
294,CANCEL,ASK,100.03,37.7931,0,stable_liquid,99.9451
295,ADD,BID,99.92,8.6663,0,stable_liquid,99.941974
296,ADD,BID,99.9,5.4246,0,stable_liquid,99.938967
297,ADD,ASK,99.99,8.0066,0,stable_liquid,99.940137
298,CANCEL,BID,99.93,74.3897,0,stable_liquid,99.935008
299,ADD,BID,99.9,6.6996,0,stable_liquid,99.934207
300,ADD,BID,99.88,5.667,0,stable_liquid,99.934001
301,ADD,BID,99.88,6.4225,0,stable_liquid,99.933473
302,ADD,BID,99.9,5.8582,0,stable_liquid,99.942494
303,ADD,BID,99.93,8.5767,0,stable_liquid,99.93984
304,ADD,BID,99.93,5.9938,0,stable_liquid,99.946702
305,CANCEL,ASK,100.06,0.1148,0,stable_liquid,99.945241
306,TRADE,BID,99.94,0.1961,0,stable_liquid,99.954011
307,ADD,BID,99.91,18.158,0,stable_liquid,99.953324
308,ADD,ASK,99.97,8.2126,0,stable_liquid,99.953672
309,ADD,ASK,100.01,5.5973,0,stable_liquid,99.956325
310,ADD,BID,99.94,13.4612,0,stable_liquid,99.948579
311,CANCEL,BID,99.88,10.6315,0,stable_liquid,99.946854
312,ADD,ASK,99.98,16.352,0,stable_liquid,99.94594
313,ADD,BID,99.94,6.2962,0,stable_liquid,99.954103
314,ADD,ASK,100.0,6.5521,0,stable_liquid,99.959405
315,TRADE,BID,99.95,12.5845,0,stable_liquid,99.957514
316,ADD,ASK,99.97,22.6428,0,stable_liquid,99.964438
317,ADD,BID,99.92,7.0015,0,stable_liquid,99.971198
318,TRADE,ASK,99.94,10.7397,0,stable_liquid,99.976364
319,CANCEL,ASK,100.03,1.4349,0,stable_liquid,99.97529
320,CANCEL,ASK,99.95,18.877,0,stable_liquid,99.977934
321,ADD,ASK,99.99,5.4214,0,stable_liquid,99.979062
322,ADD,ASK,100.0,9.9816,0,stable_liquid,99.978223
323,CANCEL,ASK,99.97,70.8321,0,stable_liquid,99.984235
324,TRADE,ASK,99.94,8.6695,0,stable_liquid,99.978814
325,ADD,ASK,99.99,9.2237,0,stable_liquid,99.984059
326,TRADE,ASK,99.94,0.3482,0,stable_liquid,99.989891
327,ADD,BID,99.94,10.7928,0,stable_liquid,99.986786
328,ADD,ASK,100.0,5.6178,0,stable_liquid,99.992596
329,ADD,ASK,100.0,5.6907,0,stable_liquid,99.992458
330,ADD,BID,99.94,5.0118,0,stable_liquid,100.000691
331,ADD,ASK,100.05,5.1984,0,stable_liquid,100.0028
332,ADD,ASK,100.05,7.705,0,stable_liquid,100.006369
333,ADD,BID,99.94,5.0962,0,stable_liquid,100.003834
334,TRADE,BID,99.95,5.7556,0,stable_liquid,100.00201
335,CANCEL,ASK,99.97,4.8277,0,stable_liquid,100.005631
336,ADD,ASK,100.06,5.9104,0,stable_liquid,100.009039
337,TRADE,ASK,99.94,5.7708,0,stable_liquid,100.010333
338,CANCEL,BID,99.88,1.0676,0,stable_liquid,100.000721
339,ADD,BID,99.94,15.5638,0,stable_liquid,100.002068
340,ADD,ASK,100.06,7.9657,0,stable_liquid,100.006449
341,ADD,ASK,100.02,20.1043,0,stable_liquid,100.013156
342,TRADE,ASK,99.94,6.1794,0,stable_liquid,100.011724
343,CANCEL,BID,99.9,10.8641,0,stable_liquid,100.01291
344,ADD,ASK,100.04,5.6373,0,stable_liquid,100.011847
345,CANCEL,ASK,99.95,5.5578,0,stable_liquid,100.012176
346,CANCEL,ASK,99.98,30.8616,0,stable_liquid,100.014313
347,TRADE,ASK,99.94,7.1921,0,stable_liquid,100.017136
348,ADD,ASK,100.05,5.9829,0,stable_liquid,100.013722
349,CANCEL,BID,99.93,12.603,0,stable_liquid,100.007831
350,ADD,BID,99.94,7.8336,0,stable_liquid,100.006676
351,TRADE,BID,99.95,3.0878,0,stable_liquid,100.009869
352,ADD,ASK,100.04,6.8713,0,stable_liquid,100.00947
353,ADD,ASK,100.02,5.4782,0,stable_liquid,100.011533
354,ADD,ASK,100.04,6.8139,0,stable_liquid,100.011428
355,ADD,ASK,100.03,6.7135,0,stable_liquid,100.01194
356,CANCEL,ASK,100.05,7.8308,0,stable_liquid,100.016026
357,ADD,ASK,100.05,7.7426,0,stable_liquid,100.023127
358,TRADE,BID,99.96,13.2355,0,stable_liquid,100.022696
359,CANCEL,BID,99.9,8.5099,0,stable_liquid,100.024966
360,ADD,BID,99.95,5.9762,0,stable_liquid,100.02345
361,TRADE,ASK,99.95,5.9762,0,stable_liquid,100.02614
362,ADD,ASK,100.04,5.9781,0,stable_liquid,100.021525
363,CANCEL,ASK,99.97,1.7747,0,stable_liquid,100.025649
364,CANCEL,BID,99.9,5.7542,0,stable_liquid,100.030109
365,ADD,ASK,100.06,13.8743,0,stable_liquid,100.034033
366,ADD,ASK,100.08,8.8961,0,stable_liquid,100.034854
367,CANCEL,ASK,100.01,57.7554,0,stable_liquid,100.035062
368,ADD,ASK,100.09,5.2068,0,stable_liquid,100.038068
369,ADD,ASK,100.07,5.7182,0,stable_liquid,100.03624
370,ADD,ASK,100.09,8.6547,0,stable_liquid,100.042633
371,ADD,BID,99.95,5.8651,0,stable_liquid,100.03691
372,ADD,BID,99.95,8.2645,0,stable_liquid,100.040713
373,ADD,BID,99.95,6.2874,0,stable_liquid,100.039448
374,ADD,ASK,100.07,5.8998,0,stable_liquid,100.034306
375,ADD,BID,99.95,10.1231,0,stable_liquid,100.032035
376,ADD,ASK,100.05,8.1806,0,stable_liquid,100.030682
377,ADD,BID,99.95,8.4781,0,stable_liquid,100.035099
378,CANCEL,ASK,99.99,57.2435,0,stable_liquid,100.031901
379,ADD,ASK,100.08,6.1514,0,stable_liquid,100.035797
380,CANCEL,BID,99.92,19.8103,0,stable_liquid,100.038907
381,TRADE,BID,99.96,6.7274,0,stable_liquid,100.046289
382,ADD,BID,99.95,6.3323,0,stable_liquid,100.042676
383,ADD,BID,99.95,7.6661,0,stable_liquid,100.043125
384,TRADE,BID,99.96,6.2756,0,stable_liquid,100.044173
385,CANCEL,BID,99.9,0.0501,0,stable_liquid,100.037771
386,ADD,ASK,100.05,8.25,0,stable_liquid,100.035659
387,ADD,ASK,100.06,6.2905,0,stable_liquid,100.034765
388,ADD,BID,99.95,14.128,0,stable_liquid,100.043285
389,ADD,BID,99.95,6.2143,0,stable_liquid,100.042929
390,ADD,ASK,100.07,5.876,0,stable_liquid,100.036756
391,TRADE,ASK,99.95,5.1822,0,stable_liquid,100.030921
392,CANCEL,ASK,100.05,28.1192,0,stable_liquid,100.031813
393,ADD,BID,99.95,5.3362,0,stable_liquid,100.037903
394,ADD,BID,99.95,10.3081,0,stable_liquid,100.032732
395,ADD,ASK,100.07,8.6033,0,stable_liquid,100.033383
396,ADD,BID,99.95,11.5315,0,stable_liquid,100.037764
397,ADD,ASK,100.08,5.8987,0,stable_liquid,100.035008
398,ADD,ASK,100.08,6.929,0,stable_liquid,100.028992
399,ADD,ASK,100.06,5.2849,0,stable_liquid,100.024339
400,CANCEL,BID,99.93,6.5574,0,stable_liquid,100.025569
401,ADD,ASK,100.04,12.7954,0,stable_liquid,100.027292
402,ADD,ASK,100.06,6.9837,0,stable_liquid,100.024307
403,ADD,BID,99.95,5.4704,0,stable_liquid,100.028975
404,CANCEL,BID,99.87,0.0581,0,stable_liquid,100.031889
405,TRADE,ASK,99.95,8.9307,0,stable_liquid,100.031788
406,ADD,BID,99.95,6.9031,0,stable_liquid,100.024379
407,ADD,ASK,100.06,6.6576,0,stable_liquid,100.030645
408,ADD,ASK,100.04,5.4607,0,stable_liquid,100.026888
409,ADD,BID,99.95,5.1796,0,stable_liquid,100.02514
410,ADD,BID,99.95,9.6527,0,stable_liquid,100.020044
411,ADD,ASK,100.05,5.0044,0,stable_liquid,100.023948
412,ADD,BID,99.95,5.2164,0,stable_liquid,100.021692
413,ADD,BID,99.95,6.8682,0,stable_liquid,100.021532
414,CANCEL,ASK,100.05,12.0247,0,stable_liquid,100.026789
415,ADD,BID,99.95,7.7262,0,stable_liquid,100.022085
416,CANCEL,ASK,100.0,33.0166,0,stable_liquid,100.014563
417,ADD,BID,99.95,6.4077,0,stable_liquid,100.015539
418,ADD,BID,99.95,8.9495,0,stable_liquid,100.013484
419,ADD,ASK,100.01,8.6972,0,stable_liquid,100.003456
420,ADD,BID,99.95,5.1585,0,stable_liquid,100.006941
